module_id	module_rank	n_terms	n_genes	rep_gene_ids	term_ids	rep_gene_ids_str	term_ids_str	module_method	module_requested_method	module_effective_method	module_min_shared_genes	module_jaccard_min	hub_filter_max_gene_term_degree	hub_filter_n_hubs	module_terms_hash12	module_genes_hash12	module_content_hash12	module_survival	module_survival_n_ok	module_survival_n_total	module_survival_source
M004eca099810	1	1	4	['1950', '3087', '6662', '4825']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_DEVELOPMENTAL_LINEAGE_OF_MULTIPOTENT_PANCREATIC_PROGENITOR_CELLS']	1950;3087;6662;4825	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_DEVELOPMENTAL_LINEAGE_OF_MULTIPOTENT_PANCREATIC_PROGENITOR_CELLS	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.04	55	15	3eee7f625805	e369a9996cb5	004eca099810	0.953125	1	1	term_survival:min
M03bc43669378	2	2	10	['3539', '1675', '3501', '10584', '1401', '4153', '8547', '3004', '720', '721']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS', 'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT']	3539;1675;3501;10584;1401;4153;8547;3004;720;721	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS;fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.04	55	15	99a8e6bc4d6e	abbddfbb2eee	03bc43669378	0.875	2	2	term_survival:min
M05fe8a642aa4	3	1	4	['6500', '2932', '2099', '1750']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY']	6500;2932;2099;1750	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.04	55	15	e2bd3a5eabba	b3093a818a92	05fe8a642aa4	0.828125	1	1	term_survival:min
M08d0475b38be	4	1	4	['5091', '2023', '2203', '7167']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_GLUCONEOGENESIS']	5091;2023;2203;7167	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_GLUCONEOGENESIS	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.04	55	15	deecd819e19b	431a958d0b09	08d0475b38be	0.953125	1	1	term_survival:min
M090f81a68072	5	1	2	['3251', '132']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_NUCLEOTIDE_SALVAGE']	3251;132	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_NUCLEOTIDE_SALVAGE	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.04	55	15	c36439ccff86	79097ccf6117	090f81a68072	0.828125	1	1	term_survival:min
M0b32f025af5b	6	1	2	['4360', '5699']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES']	4360;5699	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.04	55	15	1ff78ba2990f	c22dac102f48	0b32f025af5b	0.859375	1	1	term_survival:min
M0c90fae12523	7	2	7	['5595', '2353', '3630', '405', '406', '5979', '627']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_NPAS4_REGULATES_EXPRESSION_OF_TARGET_GENES', 'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TRANSCRIPTIONAL_REGULATION_BY_NPAS4']	5595;2353;3630;405;406;5979;627	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_NPAS4_REGULATES_EXPRESSION_OF_TARGET_GENES;fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TRANSCRIPTIONAL_REGULATION_BY_NPAS4	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.04	55	15	dcb96f97c641	3b9774c0a9ac	0c90fae12523	0.953125	2	2	term_survival:min
M0e3cca132c52	8	1	1	['7322']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY']	7322	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.04	55	15	23b802bb686d	c863f0b0ef26	0e3cca132c52	1.0	1	1	term_survival:min
M0eb86e416166	9	2	5	['102', '11060', '4854', '10460', '2173']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS', 'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_SIGNALING_BY_NOTCH3']	102;11060;4854;10460;2173	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS;fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_SIGNALING_BY_NOTCH3	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.04	55	15	89e3551343ec	3efd221a9905	0eb86e416166	0.953125	2	2	term_survival:min
M0f9406fc77b2	10	1	4	['9497', '397', '2631', '399']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_RHOH_GTPASE_CYCLE']	9497;397;2631;399	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_RHOH_GTPASE_CYCLE	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.04	55	15	92413ddea80d	6eae33b75a2d	0f9406fc77b2	0.921875	1	1	term_survival:min
