module_id	module_rank	n_terms	n_genes	rep_gene_ids	term_ids	rep_gene_ids_str	term_ids_str	module_method	module_requested_method	module_effective_method	module_min_shared_genes	module_jaccard_min	hub_filter_max_gene_term_degree	hub_filter_n_hubs	module_terms_hash12	module_genes_hash12	module_content_hash12	module_survival	module_survival_n_ok	module_survival_n_total	module_survival_source
M03354285c3a3	1	1	2	['142', '5625']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS']	142;5625	fgsea_msigdb_C5_GO_BP_entrez:GOBP_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	142	20	c353f69ab9b4	94732b891ef4	03354285c3a3	0.921875	1	1	term_survival:min
M03b13842bf69	2	1	5	['2200', '5916', '2201', '6496', '2202']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_EMBRYONIC_EYE_MORPHOGENESIS']	2200;5916;2201;6496;2202	fgsea_msigdb_C5_GO_BP_entrez:GOBP_EMBRYONIC_EYE_MORPHOGENESIS	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	142	20	df763d2b3088	8a6b459f4f4f	03b13842bf69	0.953125	1	1	term_survival:min
M03f6ead1c880	3	1	6	['2934', '7124', '6010', '9855', '3055', '822']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_PODOSOME_ASSEMBLY']	2934;7124;6010;9855;3055;822	fgsea_msigdb_C5_GO_BP_entrez:GOBP_PODOSOME_ASSEMBLY	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	142	20	0515ee9e222c	1d14b48c82de	03f6ead1c880	0.921875	1	1	term_survival:min
M04044e4c0cb4	4	4	26	['1072', '5048', '4627', '10252', '5339', '3993', '8841', '3688', '10787', '10097']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION', 'fgsea_msigdb_C5_GO_BP_entrez:GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION', 'fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_SPINDLE_ORIENTATION', 'fgsea_msigdb_C5_GO_BP_entrez:GOBP_SPINDLE_LOCALIZATION']	1072;5048;4627;10252;5339;3993;8841;3688;10787;10097	fgsea_msigdb_C5_GO_BP_entrez:GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION;fgsea_msigdb_C5_GO_BP_entrez:GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION;fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_SPINDLE_ORIENTATION;fgsea_msigdb_C5_GO_BP_entrez:GOBP_SPINDLE_LOCALIZATION	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	142	20	5f1c1a82b1d2	f9552f5dfec4	04044e4c0cb4	0.796875	4	4	term_survival:min
M056c31accb20	5	1	6	['4780', '3931', '359', '540', '4017', '4512']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_RESPONSE_TO_COPPER_ION']	4780;3931;359;540;4017;4512	fgsea_msigdb_C5_GO_BP_entrez:GOBP_RESPONSE_TO_COPPER_ION	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	142	20	a03d78237573	381637db1a28	056c31accb20	0.890625	1	1	term_survival:min
M0659669e3f07	6	1	3	['8398', '9588', '7941']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS']	8398;9588;7941	fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	142	20	1d4b1801a78b	f09e019dbb94	0659669e3f07	0.984375	1	1	term_survival:min
M0851c0f0cc78	7	1	4	['3676', '5270', '5582', '2561']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_INNERVATION']	3676;5270;5582;2561	fgsea_msigdb_C5_GO_BP_entrez:GOBP_INNERVATION	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	142	20	fdd44a52a1b7	5621f1507dc4	0851c0f0cc78	0.921875	1	1	term_survival:min
M0905e95df49a	8	1	2	['10666', '3824']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY']	10666;3824	fgsea_msigdb_C5_GO_BP_entrez:GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	142	20	bc837baeebf8	6971c1491af7	0905e95df49a	0.765625	1	1	term_survival:min
M090cba84cd75	9	1	2	['6794', '915']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_POSITIVE_THYMIC_T_CELL_SELECTION']	6794;915	fgsea_msigdb_C5_GO_BP_entrez:GOBP_POSITIVE_THYMIC_T_CELL_SELECTION	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	142	20	55f874efa23c	e980d24415d0	090cba84cd75	0.9375	1	1	term_survival:min
M09e558256fcb	10	1	2	['177', '6667']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_POSITIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS']	177;6667	fgsea_msigdb_C5_GO_BP_entrez:GOBP_POSITIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	142	20	7a97b6bffacf	347a56cb7ba3	09e558256fcb	0.984375	1	1	term_survival:min
