module_id	module_rank	n_terms	n_genes	rep_gene_ids	term_ids	rep_gene_ids_str	term_ids_str	module_method	module_requested_method	module_effective_method	module_min_shared_genes	module_jaccard_min	hub_filter_max_gene_term_degree	hub_filter_n_hubs	module_terms_hash12	module_genes_hash12	module_content_hash12	module_survival	module_survival_n_ok	module_survival_n_total	module_survival_source
M000ec6840e58	1	1	3	['1191', '7879', '7369']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE']	1191;7879;7369	fgsea_msigdb_C5_GO_BP_entrez:GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	129	20	0f0747df892e	c7146a4a6bcb	000ec6840e58	0.96875	1	1	term_survival:min
M00899af078c0	2	2	5	['1432', '8538', '4256', '649', '4359']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_CARTILAGE_CONDENSATION', 'fgsea_msigdb_C5_GO_BP_entrez:GOBP_CELL_AGGREGATION']	1432;8538;4256;649;4359	fgsea_msigdb_C5_GO_BP_entrez:GOBP_CARTILAGE_CONDENSATION;fgsea_msigdb_C5_GO_BP_entrez:GOBP_CELL_AGGREGATION	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	129	20	7a2146a80942	aaef21b88250	00899af078c0	0.90625	2	2	term_survival:min
M008cce556d5d	3	2	7	['538', '6715', '7166', '10394', '217', '3350', '6818']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMMONIUM_ION_METABOLIC_PROCESS', 'fgsea_msigdb_C5_GO_BP_entrez:GOBP_INDOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS']	538;6715;7166;10394;217;3350;6818	fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMMONIUM_ION_METABOLIC_PROCESS;fgsea_msigdb_C5_GO_BP_entrez:GOBP_INDOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	129	20	8e207e7d6ded	4264229c4553	008cce556d5d	0.921875	2	2	term_survival:min
M00a9aeb89882	4	1	5	['6899', '5076', '4487', '8200', '2120']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_MESENCHYMAL_CELL_APOPTOTIC_PROCESS']	6899;5076;4487;8200;2120	fgsea_msigdb_C5_GO_BP_entrez:GOBP_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	129	20	67d4bd41924a	9879fa30caa6	00a9aeb89882	0.96875	1	1	term_survival:min
M014508f46776	5	1	4	['1050', '5745', '5744', '3727']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_OSTEOBLAST_DEVELOPMENT']	1050;5745;5744;3727	fgsea_msigdb_C5_GO_BP_entrez:GOBP_OSTEOBLAST_DEVELOPMENT	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	129	20	9d0d78148fd2	a38b71557ac3	014508f46776	1.0	1	1	term_survival:min
M019d7fdbcb29	6	1	3	['1843', '11221', '1849']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE']	1843;11221;1849	fgsea_msigdb_C5_GO_BP_entrez:GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	129	20	e5a54feffd43	9aa981660891	019d7fdbcb29	1.0	1	1	term_survival:min
M02b85d033dcb	7	1	1	['3207']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS']	3207	fgsea_msigdb_C5_GO_BP_entrez:GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	129	20	880a561a4a49	098ce5419c70	02b85d033dcb	0.984375	1	1	term_survival:min
M038901938a88	8	1	9	['101', '5045', '9860', '3458', '7076', '5774', '8754', '10098', '7078']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS']	101;5045;9860;3458;7076;5774;8754;10098;7078	fgsea_msigdb_C5_GO_BP_entrez:GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	129	20	eaed5acc1179	21a805916aba	038901938a88	0.921875	1	1	term_survival:min
M03a478798093	9	1	3	['4208', '89', '1948']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION']	4208;89;1948	fgsea_msigdb_C5_GO_BP_entrez:GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	129	20	d33b962205fc	df9647490946	03a478798093	0.90625	1	1	term_survival:min
M03c0f99a7e68	10	1	4	['4852', '8864', '5158', '181']	['fgsea_msigdb_C5_GO_BP_entrez:GOBP_PHOTOPERIODISM']	4852;8864;5158;181	fgsea_msigdb_C5_GO_BP_entrez:GOBP_PHOTOPERIODISM	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	129	20	10f24f7e8b0a	46bd6208e434	03c0f99a7e68	1.0	1	1	term_survival:min
